Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount
44545.0,1.12020865115649,-0.23833068516015,0.182675053488624,0.0159476315771187,-0.646738316181941,-1.12433359905523,0.15321157745909,-0.303415534073679,0.17076710057885,-0.234717575593916,-0.181833910353271,0.411595791888682,0.543023924490459,0.172965571337827,1.05599539135584,0.182389299086133,-0.30743439000466,-0.426041056771377,-0.0106475356318703,0.15151788205297,0.0778553257670927,0.0748390426503841,-0.135270724972871,0.498765057872568,0.358413682532925,1.09061676255134,-0.101772940303374,0.0175320542593033,97.99
143545.0,-2.48340373490075,-3.40446675548313,1.8385153257429,-2.55635215461098,-1.49816059235136,0.0341588061566801,-0.256935358537781,0.362230044248511,-1.77132466832532,0.472930639045885,0.108645706419714,-1.32570481402511,-0.397689774341647,-0.50629698994869,-0.0189278482294404,0.949505559372428,-0.571220137975085,1.82235100095519,-1.01821064396552,1.23553273518835,0.475648733686309,0.421936791492162,1.07123010993373,-0.456168963713265,0.611596036381885,-0.0709244091862499,0.0877742608057279,0.179821579022516,512.65
93860.0,-10.6323749061596,7.25193622855414,-17.6810718207918,8.20414440620562,-10.1665907519072,-4.51034377036334,-12.9816061559658,6.78358879797499,-4.65932958355558,-14.9246547735487,8.38914233451929,-16.4655039422141,0.33851695978655,-14.224403603167,0.556584472572111,-11.683998043525,-15.8416159780561,-5.75319975278369,3.81304079276336,-0.810146481561289,2.71535704420309,0.695602689761576,-1.13812206664164,0.459442241911828,0.386337323495895,0.522438449202614,-1.41660373652915,-0.488307035713995,188.52
169336.0,2.22610271893001,-1.52826640294867,-0.816557532167943,-1.64709469543581,-1.32604369275847,-0.268347085416546,-1.36262995057605,0.0373118856935526,-1.23713169171581,1.74353960996337,0.547459952068273,-0.570820510843494,-0.505539224520875,-0.137163145662854,-0.689030563748639,-0.247675403847157,0.260486607249476,0.577159184295448,0.102658469079276,-0.433489614395797,-0.113252454317656,0.063335384989186,0.28275281781416,0.719672734299852,-0.302745106950016,-0.232105993448539,0.0046511385095246,-0.0490441269187102,27.0
8614.0,-2.16992897559082,3.6396539992044,-4.50849778617728,2.73066814884895,-2.12269287053048,-2.34101682766366,-4.23525308290613,1.70353765763508,-1.30527913344307,-6.7167200227127,6.35361231915591,-8.60164826276464,0.449930038237225,-7.50616937408145,-0.438081781812467,-3.69451599830956,-6.30475338603049,-1.26758712788115,0.357987030484253,0.5007790539507,0.645103275621378,-0.503529448911197,-0.0005228218182992,0.0716957787676742,0.0920074334247208,0.308497931577036,0.552590914653841,0.298954478709399,1.0
84204.0,-0.937843305478391,3.46288948991687,-6.44510395393435,4.9321986662268,-2.23398306982245,-2.29156112129773,-5.69559392853253,1.33882463362261,-4.32237655329329,-8.0991193981365,7.18296700883659,-9.44594338249901,-0.314619967520224,-12.9914655817567,-0.136358931959623,-6.36752437517144,-12.7343938853776,-3.84512965889743,1.00766725992114,1.12953228130351,1.06655024941577,-0.521657289347299,-0.319917292909547,-0.405859088093617,0.906802159957716,1.16578389011737,1.37449533233535,0.729889341911333,0.0
61948.0,-0.852968594416041,0.864940113527934,1.191680541846,-0.48412084712972,0.80905080607222,1.61933827784646,0.193145068170211,0.767112063484223,-0.303990357902529,0.0020121134355162,1.80781662151213,0.364370034216672,-1.09799315525331,0.573292208911504,1.39052775728849,-0.744670035633638,0.488171082094893,-1.58242428886402,-1.1452907293766,0.0410443861504367,-0.121926473843114,-0.154247431545831,0.0746242805663793,-1.40093994586852,-0.477917131839879,0.211283854452206,0.435962604808126,0.148841968503902,7.99
94362.0,-26.4577446501446,16.497471901867,-30.1773174564996,8.90415677106517,-17.8925996927224,-1.22790388102871,-31.1973285494605,-11.43892041491,-9.46257260540015,-22.1870885620007,4.41999660154863,-10.5923050053728,-0.703795803703315,-3.92620731586873,-2.40024649210124,-6.80988994039049,-12.4623149481086,-5.50105078380738,-0.567939572890149,2.81224110932946,-8.75569832116533,3.46089334478551,0.896537503959012,0.254835536763482,-0.738096558530353,-0.966564233789852,-7.26348214633855,-1.32488430656137,1.0
46410.0,-0.444126859958498,0.902031799419563,0.396834497822767,0.991228559494173,-0.426954334937004,-0.45386067570934,0.762914631847014,0.242295902431358,-0.727328941148881,-0.472863774367508,-0.956531525114323,-0.0474133040249832,0.227845058327191,0.605815811256636,1.00864493990997,-0.0211575502182639,-0.183069770094914,0.277843506174496,0.44832274260816,0.13465538850106,0.220361640017305,0.350430970100397,0.177449138349579,0.0226449720465475,-0.0358488069730366,-0.309563471151507,-0.0850883496468881,-0.0131411057997184,127.69
149148.0,-1.50288873203388,-0.887739931693246,0.585543711986008,-0.752828324815095,2.47422614876654,-1.77096215372199,0.0324026332913449,-0.0115437200523746,-0.0531381003940893,-0.764978320309254,-1.82291648504073,-0.437192803350135,-0.605570663177263,0.315793508452282,-0.499940589174575,0.28154285127364,-0.769633500718992,-0.394368330343023,-0.188429787392463,0.216058128654082,-0.137966333902607,-0.911843426618155,0.12362642565628,-0.744836160797249,-0.0825012560293404,0.138790052163593,-0.0203473116975251,0.15277149731716,1.98
